y,region,country,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,elevation,X5_Ct_2010_Da,lumpy
22.437184,1,4,41.6,12.8,0,2.3,1.7,12.7,19.1,25.5,15.7,0,147,27970.9831,1
22.986757,1,16,40.5,13.3,0,2.4,0,13.2,19.8,26.5,16.3,0,145,25063.64669,1
23.610181,1,16,27.3,13.6,0.08,2.3,0.6,9.4,16.2,23,13,0.98,158,6038.477155,1
43.882221,1,8,45.3,12.8,31,0.4,8.8,-22.5,-16.1,-9.7,0.9,4.64,178,760.7033397,1
43.834976,1,8,38.8,13.2,31,0.4,10.5,-20.4,-13.8,-7.2,1.2,1.69,185,270.3674263,1
43.966008,1,8,38.8,13.2,31,0.4,10.5,-20.4,-13.8,-7.2,1.2,1.69,185,270.3674263,1
43.836019,1,8,38.8,13.2,31,0.4,10.5,-20.4,-13.8,-7.2,1.2,1.69,185,270.3674263,1
43.688309,1,8,45.3,12.8,31,0.4,8.8,-22.5,-16.1,-9.7,0.9,4.64,178,760.7033397,1
43.591386,1,8,38.8,13.2,31,0.4,10.5,-20.4,-13.8,-7.2,1.2,1.69,185,270.3674263,1
43.978094,1,8,38.8,13.2,31,0.4,10.5,-20.4,-13.8,-7.2,1.2,1.69,185,270.3674263,1
43.761281,1,8,38.8,13.2,31,0.4,10.5,-20.4,-13.8,-7.2,1.2,1.69,185,270.3674263,1
43.842698,1,8,43.6,13.3,31,0.4,11.1,-19,-12.3,-5.7,1.6,1.52,183,165.8319872,1
43.546925,1,8,43.6,13.3,31,0.4,11.1,-19,-12.3,-5.7,1.6,1.52,183,165.8319872,1
43.801366,1,8,43.6,13.3,31,0.4,11.1,-19,-12.3,-5.7,1.6,1.52,183,165.8319872,1
43.805409,1,8,38.8,13.2,31,0.4,10.5,-20.4,-13.8,-7.2,1.2,1.69,185,270.3674263,1
43.833523,1,8,43.6,13.3,31,0.4,11.1,-19,-12.3,-5.7,1.6,1.52,183,165.8319872,1
43.727804,1,8,38.8,13.2,31,0.4,10.5,-20.4,-13.8,-7.2,1.2,1.69,185,270.3674263,1
43.8284,1,8,38.8,13.2,31,0.4,10.5,-20.4,-13.8,-7.2,1.2,1.69,185,270.3674263,1
44.045009,1,8,43.8,13.2,31,0.5,11.9,-21.8,-15.2,-8.6,0.8,4.87,167,1044.908233,1
43.99365,1,8,43.6,13.3,31,0.4,11.1,-19,-12.3,-5.7,1.6,1.52,183,165.8319872,1
43.15416,1,8,45.1,13.7,31,0.5,7.1,-25.3,-18.4,-11.6,0,2.08,203,252.1598838,1
32.791981,1,19,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11,15.38,167,1945.913549,1
32.776675,1,19,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11,15.38,167,1945.913549,1
32.456501,1,19,54,8.3,0.74,1.7,102.9,8.2,12.3,16.5,10.4,14.83,191,523.3880539,1
32.694453,1,19,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11,15.38,167,1945.913549,1
32.811608,1,19,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11,15.38,167,1945.913549,1
32.811608,1,19,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11,15.38,167,1945.913549,1
32.75435,1,19,56.2,8.2,1.21,1.6,87.2,7.7,11.8,15.9,10,13.09,159,558.6841025,1
53.804183,2,29,61.6,8.6,31,0,7.6,-26.7,-22.4,-18.1,1.1,7.49,156,176.7408241,1
51.446,2,29,71.1,6.8,30.97,0.2,42.6,-13.3,-9.9,-6.5,2.6,13.51,149,248.5527282,1
51.445628,2,29,71.1,6.8,30.97,0.2,42.6,-13.3,-9.9,-6.5,2.6,13.51,149,248.5527282,1
55.569204,2,29,45.1,8.4,31,0,3.5,-25.2,-21,-16.8,1.2,4.74,150,156.6862837,1
55.4583,2,29,42.4,8.4,31,0,3.6,-25.1,-20.9,-16.7,1.2,4.47,151,131.9575087,1
22.298,1,4,30.5,11.3,0,2.5,3.9,14,19.6,25.3,15.3,0,149,1719.636454,1
31.5729,1,36,50.5,9.1,1.01,1.8,79.2,7.9,12.4,17,10.2,13.65,160,9.145161204,1
54.55858,2,29,46.2,8.2,31,0,4.3,-25.7,-21.6,-17.5,1.1,4.43,153,262.0668625,1
54.98289,2,29,47,8.3,31,0,4.3,-25.5,-21.3,-17.2,1.1,2.42,153,260.1336625,1
54.955058,2,29,36.9,8.6,31,0,5.8,-27.3,-23,-18.7,1,3.3,151,185.7729687,1
55.937892,2,29,47.8,8.3,31,0,3.6,-25.1,-20.9,-16.8,1.2,6.34,155,104.7709918,1
55.6713,2,29,45.1,8.4,31,0,3.5,-25.2,-21,-16.8,1.2,4.74,150,156.6862837,1
54.917817,2,29,52.7,8,31,0,6.1,-26.5,-22.5,-18.5,1,3.75,155,175.6994304,1
54.81272,2,29,44.5,8.4,31,0,5.1,-26.2,-22,-17.8,1,2.66,152,213.1550973,1
54.92527,2,29,53.2,8,31,0,6,-26.6,-22.6,-18.6,1,3.02,154,144.7600887,1
54.323148,2,29,46.8,8.4,31,0,5.2,-25.5,-21.3,-17.1,1.1,3.63,153,250.2906518,1
54.84852,2,29,36.9,8.6,31,0,5.8,-27.3,-23,-18.7,1,3.3,151,185.7729687,1
55.05673,2,29,47.8,8.1,31,0,5.4,-26.8,-22.7,-18.7,1,3.53,153,176.1309735,1
54.5556,2,29,44.8,8.3,31,0,5.2,-26.1,-21.9,-17.8,1,2.64,153,286.2762257,1
34.9092,1,33,67.4,7.4,4.27,1.4,122.7,5.6,9.3,13,8.7,17.87,171,944.6532683,1
24.73,1,4,40.5,13.4,0,2.2,6.4,11.7,18.4,25.1,14.9,0.67,145,24730.39136,1
22.65,1,4,41.9,13.5,0,2.3,0.7,12.6,19.3,26.1,16,0.01,145,22074.53379,1
20.9605,1,16,36.7,12.4,0,2.9,0,15.1,21.3,27.5,18.2,0,145,36535.52167,1
21.636522,1,16,37,13.2,0,2.5,1.5,13.1,19.7,26.3,17.3,0.13,146,8614.420873,1
21.585458,1,16,37,13.2,0,2.5,1.5,13.1,19.7,26.3,17.3,0.13,146,8614.420873,1
52.49329,2,29,55.2,9.1,31,0.1,8.6,-25.9,-21.3,-16.8,1,6.21,156,251.9028643,1
24.589827,1,4,43.9,14,0,2,9.8,11,18,25,14.7,0.85,147,10521.85943,1
24.721343,1,4,44,13.1,0,2.1,5.7,11.9,18.4,25,14.8,0.65,147,21988.65273,1
23.136049,1,4,42.8,14.3,0,2.2,2.5,11.6,18.7,25.9,15.7,0.08,145,27967.79992,1
24.542086,1,4,40.5,13.4,0,2.2,6.4,11.7,18.4,25.1,14.9,0.67,145,24730.39136,1
25.835213,1,4,36.6,13.7,0,2.1,6.9,10.9,17.7,24.6,14.6,0.89,150,39462.81784,1
33.050647,1,19,61.1,7.6,0.11,1.7,159.4,9.3,13.1,16.9,10.7,16.59,161,602.6296796,1
55.81528,2,29,49.2,8,31,0,5.3,-26.1,-22.1,-18.1,1,4.19,153,161.604946,1
20.9605,1,16,36.7,12.4,0,2.9,0,15.1,21.3,27.5,18.2,0,145,36535.52167,1
21.636522,1,16,37,13.2,0,2.5,1.5,13.1,19.7,26.3,17.3,0.13,146,8614.420873,1
21.585458,1,16,37,13.2,0,2.5,1.5,13.1,19.7,26.3,17.3,0.13,146,8614.420873,1
23.685,1,4,39,13.8,0,2.2,3.9,11.7,18.6,25.5,15.1,0.65,145,8504.041943,1
55.652,2,29,47.8,8.3,31,0,3.6,-25.1,-20.9,-16.8,1.2,6.34,155,104.7709918,1
22.298,1,4,30.5,11.3,0,2.5,3.9,14,19.6,25.3,15.3,0,149,1719.636454,1
55.924905,2,29,47.8,8.3,31,0,3.6,-25.1,-20.9,-16.8,1.2,6.34,155,104.7709918,1
51.29798,2,29,75.2,6.4,30.78,0.2,46.1,-12.1,-8.9,-5.7,2.8,13.12,149,310.2914362,1
55.081623,2,29,47,8.4,31,0.1,5.1,-26.4,-22.2,-18,0.9,2.59,154,229.9346524,1
55.609609,2,29,47.8,8.3,31,0,3.6,-25.1,-20.9,-16.8,1.2,6.34,155,104.7709918,1
54.895912,2,29,53.2,8,31,0,6,-26.6,-22.6,-18.6,1,3.02,154,144.7600887,1
55.048349,2,29,47,8.4,31,0.1,5.1,-26.4,-22.2,-18,0.9,2.59,154,229.9346524,1
43.54425,1,8,43.6,13.3,31,0.4,11.1,-19,-12.3,-5.7,1.6,1.52,183,165.8319872,1
54.81272,2,29,44.5,8.4,31,0,5.1,-26.2,-22,-17.8,1,2.66,152,213.1550973,1
54.92527,2,29,53.2,8,31,0,6,-26.6,-22.6,-18.6,1,3.02,154,144.7600887,1
54.81272,2,29,44.5,8.4,31,0,5.1,-26.2,-22,-17.8,1,2.66,152,213.1550973,1
54.92527,2,29,53.2,8,31,0,6,-26.6,-22.6,-18.6,1,3.02,154,144.7600887,1
54.5556,2,29,44.8,8.3,31,0,5.2,-26.1,-21.9,-17.8,1,2.64,153,286.2762257,1
35.3084,1,33,69.9,6.6,3.73,1.6,119.1,5.9,9.2,12.5,7.9,17.51,190,601.3213745,1
50.729202,2,29,75.5,6.3,30.68,0.2,37.9,-11.7,-8.5,-5.4,2.9,12.86,148,234.2697435,1
50.634,2,29,75.5,6.3,30.68,0.2,37.9,-11.7,-8.5,-5.4,2.9,12.86,148,234.2697435,1
32.5347,1,19,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11,15.38,167,1945.913549,1
32.83736,1,19,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11,15.38,167,1945.913549,1
32.68543,1,19,56.2,8.2,1.21,1.6,87.2,7.7,11.8,15.9,10,13.09,159,558.6841025,1
32.84946,1,19,56.2,8.2,1.21,1.6,87.2,7.7,11.8,15.9,10,13.09,159,558.6841025,1
32.83736,1,19,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11,15.38,167,1945.913549,1
32.83736,1,19,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11,15.38,167,1945.913549,1
32.96377,1,19,56.2,8.2,1.21,1.6,87.2,7.7,11.8,15.9,10,13.09,159,558.6841025,1
32.88721,1,19,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11,15.38,167,1945.913549,1
32.75435,1,19,56.2,8.2,1.21,1.6,87.2,7.7,11.8,15.9,10,13.09,159,558.6841025,1
32.8,1,19,56.2,8.2,1.21,1.6,87.2,7.7,11.8,15.9,10,13.09,159,558.6841025,1
32.905111,1,19,56.2,8.2,1.21,1.6,87.2,7.7,11.8,15.9,10,13.09,159,558.6841025,1
32.8,1,19,56.2,8.2,1.21,1.6,87.2,7.7,11.8,15.9,10,13.09,159,558.6841025,1
56.704273,2,29,66.1,6.2,31,0.1,48,-16.8,-13.7,-10.6,1.9,21.36,155,287.8432979,1
53.277093,2,29,65.5,7.3,31,0.2,37.3,-17.1,-13.4,-9.8,1.8,16.12,159,313.0785092,1
54.303234,2,29,47.5,8.4,31,0,4.5,-25.2,-21,-16.8,1.2,2.45,153,273.1004233,1
55.608657,2,29,49.8,8.3,31,0,4.5,-26,-21.8,-17.7,1,3.51,153,191.1906738,1
53.06498,2,29,71.9,6.3,31,0.1,46.4,-14.8,-11.6,-8.5,2.3,18.35,154,191.9188095,1
53.2418,2,29,71.9,6.2,31,0.1,45.1,-15,-11.9,-8.8,2.2,18.77,151,0,1
53.569,2,29,67.2,6.3,31,0.1,47,-16.1,-12.9,-9.8,2,18.65,144,224.6525478,1
41.275959,1,12,65.3,10.1,31,0.4,35.8,-15,-9.9,-4.9,2.2,8.96,200,693.2585781,1
53.31121,2,29,71.9,6.3,31,0.1,45.3,-14.6,-11.4,-8.3,2.3,18.45,160,541.0955888,1
53.6039,2,29,66.9,6.9,31,0.2,38.4,-17.1,-13.6,-10.2,1.8,17,149,223.9860321,1
56.924,2,29,62.9,7.6,31,0,8.4,-20.8,-17,-13.2,1.5,3.69,156,66.68872963,1
54.308897,2,29,47.5,8.4,31,0,4.5,-25.2,-21,-16.8,1.2,2.45,153,273.1004233,1
54.293137,2,29,45.8,8.3,31,0,5,-25.7,-21.5,-17.4,1,3.9,155,255.1086888,1
54.960695,2,29,48,8.1,31,0,5,-25.7,-21.6,-17.6,1,2.71,153,268.8964691,1
53.928,2,29,66.9,6.9,31,0.1,41.5,-17,-13.5,-10.1,1.9,17.74,152,223.7699429,1
54.272,2,29,41.7,8.9,31,0,4.4,-23.3,-18.8,-14.4,1.3,3.63,159,129.6842959,1
55.51875,2,29,46,8.2,31,0,6.1,-22.7,-18.6,-14.5,1.4,3.91,157,93.88023891,1
54.43286,2,29,41.7,8.9,31,0,4.4,-23.3,-18.8,-14.4,1.3,3.63,159,129.6842959,1
53.367471,2,29,71.9,6.3,31,0.1,45.3,-14.6,-11.4,-8.3,2.3,18.45,160,541.0955888,1
55.391565,2,29,52.9,8.1,31,0.1,6.7,-20.8,-16.7,-12.7,1.4,3.74,160,559.5466462,1
41.637857,1,12,66.4,9.8,30.78,0.5,62.8,-12.1,-7.2,-2.3,2.7,8.37,149,1620.225271,1
52.720618,2,29,72.2,6.3,31,0.1,48.5,-14.5,-11.3,-8.2,2.4,17.03,150,276.2739316,1
41.63781,1,12,68.9,9.6,30.84,0.4,37.8,-12.4,-7.6,-2.8,2.8,8.85,197,296.7153223,1
53.578116,2,29,71.3,6.2,31,0.1,47.1,-15.5,-12.4,-9.3,2.1,19.28,152,223.6049016,1
54.968664,2,29,51.6,8.2,31,0.1,6.3,-21,-16.9,-12.8,1.4,5.9,158,606.0038124,1
52.848873,2,29,71,6.5,31,0.1,43.2,-14.4,-11.1,-7.9,2.4,17.23,153,188.1844683,1
54.013498,2,29,56.3,8.5,31,0.1,7,-22,-17.7,-13.5,1.3,5.36,164,245.2306087,1
53.011447,2,29,71.2,6.2,31,0.1,44.6,-15.4,-12.3,-9.2,2.1,18.07,151,470.3342472,1
53.173852,2,29,71.2,6.2,31,0.1,44.6,-15.4,-12.3,-9.2,2.1,18.07,151,470.3342472,1
53.155601,2,29,71.2,6.2,31,0.1,44.6,-15.4,-12.3,-9.2,2.1,18.07,151,470.3342472,1
53.098593,2,29,71.2,6.2,31,0.1,44.6,-15.4,-12.3,-9.2,2.1,18.07,151,470.3342472,1
53.052669,2,29,71.9,6.3,31,0.1,44.3,-15.4,-12.2,-9.1,2.2,17.94,151,0,1
53.378337,2,29,71.9,6.2,31,0.1,45.1,-15,-11.9,-8.8,2.2,18.77,151,0,1
54.671767,2,29,38,8.7,31,0,5.3,-22.4,-18,-13.7,1.4,4.09,158,121.3357421,1
54.676385,2,29,38.3,8.7,31,0.1,5.1,-22.7,-18.3,-14,1.3,3.83,155,123.2178945,1
54.652009,2,29,46.3,8.7,31,0.1,4.6,-22.9,-18.5,-14.2,1.3,3.37,155,139.3843779,1
54.358231,2,29,44.1,8.8,31,0.1,4.5,-22.9,-18.5,-14.1,1.3,3.94,152,194.6554923,1
54.656506,2,29,38.3,8.7,31,0.1,5.1,-22.7,-18.3,-14,1.3,3.83,155,123.2178945,1
54.342329,2,29,39.3,8.7,31,0,4.2,-23.3,-18.9,-14.6,1.3,3.35,155,140.8923822,1
54.77412,2,29,46.3,8.7,31,0.1,4.6,-22.9,-18.5,-14.2,1.3,3.37,155,139.3843779,1
55.074366,2,29,42.8,8.5,31,0,3.7,-24.8,-20.5,-16.3,1.2,3.72,156,112.1626548,1
55.111809,2,29,42.8,8.5,31,0,3.7,-24.8,-20.5,-16.3,1.2,3.72,156,112.1626548,1
54.6207,2,29,38,8.7,31,0,5.3,-22.4,-18,-13.7,1.4,4.09,158,121.3357421,1
54.68896,2,29,38.3,8.7,31,0.1,5.1,-22.7,-18.3,-14,1.3,3.83,155,123.2178945,1
54.626375,2,29,46.3,8.7,31,0.1,4.6,-22.9,-18.5,-14.2,1.3,3.37,155,139.3843779,1
41.698604,1,12,66.4,9.8,30.78,0.5,62.8,-12.1,-7.2,-2.3,2.7,8.37,149,1620.225271,1
41.668965,1,12,66.4,9.8,30.78,0.5,62.8,-12.1,-7.2,-2.3,2.7,8.37,149,1620.225271,1
41.674306,1,12,66.4,9.8,30.78,0.5,62.8,-12.1,-7.2,-2.3,2.7,8.37,149,1620.225271,1
52.850265,2,29,70.9,6.5,31,0.1,41.2,-14.9,-11.6,-8.4,2.4,16.73,157,181.5863885,1
52.997772,2,29,70.8,6.5,31,0.1,41,-15.3,-12,-8.8,2.2,17.13,158,170.7139539,1
53.039687,2,29,71.9,6.3,31,0.1,44.3,-15.4,-12.2,-9.1,2.2,17.94,151,0,1
53.118124,2,29,71.9,6.3,31,0.1,44.3,-15.4,-12.2,-9.1,2.2,17.94,151,0,1
52.849799,2,29,70.8,6.5,31,0.1,41,-15.3,-12,-8.8,2.2,17.13,158,170.7139539,1
54.354174,2,29,44.1,8.8,31,0.1,4.5,-22.9,-18.5,-14.1,1.3,3.94,152,194.6554923,1
54.303767,2,29,44.1,8.8,31,0.1,4.5,-22.9,-18.5,-14.1,1.3,3.94,152,194.6554923,1
54.291491,2,29,41.7,8.9,31,0,4.4,-23.3,-18.8,-14.4,1.3,3.63,159,129.6842959,1
54.336731,2,29,39.3,8.7,31,0,4.2,-23.3,-18.9,-14.6,1.3,3.35,155,140.8923822,1
54.361429,2,29,39.3,8.7,31,0,4.2,-23.3,-18.9,-14.6,1.3,3.35,155,140.8923822,1
53.22743,2,29,71.2,6.2,31,0.1,44.6,-15.4,-12.3,-9.2,2.1,18.07,151,470.3342472,1
53.109637,2,29,70.7,6.4,31,0.2,43.1,-15.8,-12.6,-9.4,2,17.7,147,197.8194671,1
53.152559,2,29,71.9,6.2,31,0.1,45.1,-15,-11.9,-8.8,2.2,18.77,151,0,1
54.567477,2,29,39.2,8.7,31,0,5.2,-22.2,-17.8,-13.5,1.4,3.38,156,136.7594908,1
-17.67,0,26,67.5,13.2,0,4.1,139,19.2,25.8,32.4,19.6,13.3,183,615.0518471,1
-17.71,0,26,67.5,12.5,0,4.3,108,18,24.2,30.5,16.5,9.5,181,2229.486428,1
-17.56,0,26,67.5,13.3,0,4.2,129,19.3,25.9,32.6,18.9,12.7,184,917.7234228,1
-17.95,0,26,67.5,13.1,0,4.3,112,19.1,25.6,32.2,17.8,11.2,182,2046.742155,1
-17.48,0,26,70,13.1,0,4.3,104,18.6,25.1,31.7,16.3,9.7,182,2020.265911,1
-17.51,0,26,67.5,13.1,0,4.3,112,19.1,25.6,32.2,17.8,11.2,182,2046.742155,1
-17.48,0,26,70,13.1,0,4.3,104,18.6,25.1,31.7,16.3,9.7,182,2020.265911,1
-18.17,0,26,66.3,13.3,0,4.4,108,19.2,25.8,32.5,17.8,12,183,1855.0008,1
-17.89,0,26,67.5,11.9,0,3.8,167.2,18.5,24.4,30.4,22.1,15.24,183,118.4295612,1
-18.07,0,26,66.3,12.7,0,4,143,19.1,25.4,31.8,20.4,14.4,183,295.0583533,1
52.980902,2,29,70.8,6.5,31,0.1,41,-15.3,-12,-8.8,2.2,17.13,158,170.7139539,1
52.950457,2,29,70.8,6.5,31,0.1,41,-15.3,-12,-8.8,2.2,17.13,158,170.7139539,1
53.42,2,29,71.9,6.2,31,0.1,45.1,-15,-11.9,-8.8,2.2,18.77,151,0,1
53.233671,2,29,70.7,6.4,31,0.2,43.1,-15.8,-12.6,-9.4,2,17.7,147,197.8194671,1
53.079425,2,29,70.7,6.4,31,0.2,43.1,-15.8,-12.6,-9.4,2,17.7,147,197.8194671,1
53.507068,2,29,71.2,6,31,0.1,45.9,-15.1,-12.1,-9.1,2.3,19.96,150,222.8317263,1
54.568605,2,29,38.3,8.7,31,0.1,5.1,-22.7,-18.3,-14,1.3,3.83,155,123.2178945,1
53.394898,2,29,71.9,6.2,31,0.1,45.1,-15,-11.9,-8.8,2.2,18.77,151,0,1
53.087542,2,29,71.9,6.2,31,0.1,45.1,-15,-11.9,-8.8,2.2,18.77,151,0,1
43.155515,2,24,76.9,6,26.87,0.8,52.7,-5.6,-2.6,0.4,3.4,9.06,184,645.6373083,1
42.553753,2,24,76.3,6,26.09,0.9,73.1,-4.8,-1.8,1.2,3.5,9.6,176,394.7467143,1
42.736248,2,24,78.7,5.8,27.59,0.9,65.2,-6.4,-3.5,-0.6,2.8,9.83,157,548.1908323,1
43.036942,2,24,79.9,6.1,25.57,0.7,51.7,-4.3,-1.2,1.9,4.1,8.89,186,363.4449205,1
42.837934,2,24,78.7,5.8,27.59,0.9,65.2,-6.4,-3.5,-0.6,2.8,9.83,157,548.1908323,1
42.960077,2,24,78.7,5.8,27.59,0.9,65.2,-6.4,-3.5,-0.6,2.8,9.83,157,548.1908323,1
42.600134,2,24,78.7,5.8,27.59,0.9,65.2,-6.4,-3.5,-0.6,2.8,9.83,157,548.1908323,1
42.43042,2,24,71.8,7,13.65,0.8,121.5,1.6,5.1,8.6,6.4,9.73,147,0,1
42.820475,2,24,78.7,5.8,27.59,0.9,65.2,-6.4,-3.5,-0.6,2.8,9.83,157,548.1908323,1
42.600134,2,24,78.7,5.8,27.59,0.9,65.2,-6.4,-3.5,-0.6,2.8,9.83,157,548.1908323,1
43.154137,2,24,75.4,6,26.77,0.8,55.8,-5.5,-2.5,0.5,3.4,9.26,205,0,1
42.95778,2,24,76.3,6,26.09,0.9,73.1,-4.8,-1.8,1.2,3.5,9.6,176,394.7467143,1
42.960077,2,24,78.7,5.8,27.59,0.9,65.2,-6.4,-3.5,-0.6,2.8,9.83,157,548.1908323,1
42.820475,2,24,78.7,5.8,27.59,0.9,65.2,-6.4,-3.5,-0.6,2.8,9.83,157,548.1908323,1
43.155515,2,24,76.9,6,26.87,0.8,52.7,-5.6,-2.6,0.4,3.4,9.06,184,645.6373083,1
42.840839,2,24,81.1,5.8,26.19,0.7,46.1,-4.9,-2,0.9,4,8.71,176,1079.566566,1
42.837934,2,24,78.7,5.8,27.59,0.9,65.2,-6.4,-3.5,-0.6,2.8,9.83,157,548.1908323,1
42.780473,2,24,73.3,6.1,24.82,0.8,83.2,-3.6,-0.5,2.6,4.1,9.54,186,394.3600409,1
43.036942,2,24,79.9,6.1,25.57,0.7,51.7,-4.3,-1.2,1.9,4.1,8.89,186,363.4449205,1
51.783,2,29,57.5,8.7,31,0.2,13.9,-20.3,-15.9,-11.6,1.5,8.4,170,504.5607113,1
51.879006,2,29,58.7,8.5,31,0.2,14.7,-19.6,-15.3,-11.1,1.5,8.55,155,292.3773899,1
-28.69,0,26,26.6,16.6,0,7.3,16.3,19.2,27.5,35.8,13.5,4.22,155,36.30591556,1
-28.69,0,26,26.6,16.6,0,7.3,16.3,19.2,27.5,35.8,13.5,4.22,155,36.30591556,1
53.878185,2,29,71.3,6,31,0.1,44.7,-15,-12,-9,2.2,21.6,148,226.2195144,1
-20.44,0,26,57.5,14.7,0,4.9,83,17.1,24.4,31.8,15.2,11.9,169,200.1550243,1
-18.19,0,26,67.5,8.9,0,3.8,74,14.5,18.9,23.4,13.5,8,192,353.3403055,1
-19.31,0,26,62.5,11.3,0,4.4,69,16.2,21.8,27.5,14.1,10,184,168.926649,1
-25.19,0,26,36.3,14.8,0,6.7,39,20.2,27.6,35,14.1,6.5,181,68.6338855,1
-26.69,0,26,34.8,15.9,0,7.2,33,19.7,27.6,35.6,13.3,6.51,161,19.48375335,1
-17.51,0,26,67.5,13.1,0,4.3,112,19.1,25.6,32.2,17.8,11.2,182,2046.742155,1
-17.79,0,26,67.5,12.8,0,4.4,108,18.8,25.2,31.6,17.3,10.4,183,4374.078665,1
-18.44,0,26,66.3,13.5,0,4.3,123,19.3,26,32.8,18.8,13.3,182,651.9004256,1
-17.51,0,26,67.5,13.1,0,4.3,112,19.1,25.6,32.2,17.8,11.2,182,2046.742155,1
-18.31,0,26,66.3,13.5,0,4.4,116,19.1,25.8,32.6,18,12.7,184,679.9369046,1
53.982737,2,29,65.5,7.6,31,0.2,28.1,-18.5,-14.7,-10.9,1.6,14.45,159,435.5378945,1
39.2956,2,13,56.8,8,15.26,0.8,122.3,1,5,9,6.5,12.25,203,116.2324535,1
50.723132,2,29,72.8,6.8,30.86,0.2,35.9,-12.5,-9.1,-5.7,2.8,12.47,150,225.2605173,1
51.109974,2,29,77.8,6,30.82,0.2,48.8,-12.3,-9.3,-6.3,2.8,11.74,157,249.2826187,1
53.70315,2,29,67.2,6.3,31,0.1,47,-16.1,-12.9,-9.8,2,18.65,144,224.6525478,1
52.992708,2,29,70.8,6.5,31,0.1,41,-15.3,-12,-8.8,2.2,17.13,158,170.7139539,1
-18.56,0,26,63.8,14,0,4.5,111,19.1,26.1,33.1,18,13.4,181,0,1
-17.97,0,26,67.5,13.1,0,4.3,112,19.1,25.6,32.2,17.8,11.2,182,2046.742155,1
-17.56,0,26,67.5,12.8,0,4.4,108,18.8,25.2,31.6,17.3,10.4,183,4374.078665,1
-18.4,0,26,66.3,13.5,0,4.4,116,19.1,25.8,32.6,18,12.7,184,679.9369046,1
-18.06,0,26,66.3,13.5,0,4.4,116,19.1,25.8,32.6,18,12.7,184,679.9369046,1
-18.45,0,26,66.3,13.3,0,4.4,108,19.2,25.8,32.5,17.8,12,183,1855.0008,1
-17.87,0,26,67.5,13.1,0,4.3,112,19.1,25.6,32.2,17.8,11.2,182,2046.742155,1
-17.92,0,26,67.5,13.1,0,4.3,112,19.1,25.6,32.2,17.8,11.2,182,2046.742155,1
-17.81,0,1,67.5,12.4,0,3.9,152,18.6,24.8,31,20.7,14.8,184,243.3585319,1
-18.45,0,26,66.3,13.3,0,4.4,108,19.2,25.8,32.5,17.8,12,183,1855.0008,1
-17.73,0,26,67.5,13.1,0,4.3,112,19.1,25.6,32.2,17.8,11.2,182,2046.742155,1
-18.31,0,26,66.3,13.5,0,4.4,116,19.1,25.8,32.6,18,12.7,184,679.9369046,1
-19.81,0,26,63.8,12.6,0,4.2,125,18,24.3,30.6,17.2,15.5,178,279.8628121,1
-21.06,0,26,60,13.7,0,4.6,93,18.3,25.1,32,17.1,13.7,191,320.6507895,1
-21.04,0,26,60,13.8,0,4.6,92,17.9,24.8,31.7,15.9,14,192,325.0451996,1
-17.94,0,26,67.5,12.2,0,3.9,157,18.4,24.5,30.6,21.1,15.1,181,154.5152331,1
-18.06,0,26,66.3,12.2,0,4,146.8,19.1,25.2,31.3,21.6,14.84,184,272.3035181,1
-23.56,0,26,43.8,14.2,0,5.7,53,19.1,26.2,33.3,15.5,9.5,184,71.21063901,1
-18.35,0,26,66.3,12.2,0,4,146.8,19.1,25.2,31.3,21.6,14.84,184,272.3035181,1
51.0997,2,29,58.2,8.1,31,0.3,14.6,-18.7,-14.6,-10.6,1.5,7.99,155,238.1004377,1
51.6714,2,29,59.5,8.3,31,0.3,15.8,-18.9,-14.7,-10.6,1.5,8.88,151,277.8678033,1
51.39945,2,29,59.3,8.7,31,0.2,12.6,-19.8,-15.4,-11.1,1.5,6.18,169,197.0824381,1
51.273,2,29,75.2,6.4,30.78,0.2,46.1,-12.1,-8.9,-5.7,2.8,13.12,149,310.2914362,1
41.51844,2,0,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,1087.326487,1
41.51844,2,0,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,1087.326487,1
41.51844,2,0,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,1087.326487,1
41.51844,2,0,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,1087.326487,1
41.51844,2,0,81,6.6,24.49,0.8,79.1,-3.3,0,3.3,4.4,10.8,131,1087.326487,1
42.011851,2,0,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,0,1
41.0503,2,0,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,1531.08631,1
