y,region,country,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,elevation,X5_Ct_2010_Da,lumpy
62.25,3,37,73.5,7.8,31,0,13.6,-34.7,-30.8,-26.9,0.5,6.47,166,3.340634817,0
62.25,3,37,71.1,7.8,31,0,14.5,-34.3,-30.4,-26.5,0.5,6.43,161,3.176583413,0
62.25,3,37,68.7,7.9,31,0,15.3,-34.6,-30.6,-26.7,0.4,6.34,161,2.820574405,0
62.25,3,37,64.5,8.1,31,0,15.8,-34.6,-30.5,-26.5,0.4,6.21,157,3.391978546,0
62.25,3,37,62.8,8.1,31,0,16.1,-34.6,-30.5,-26.5,0.4,6.26,156,2.877472048,0
62.25,3,37,63.6,7.9,31,0,16.3,-34.3,-30.3,-26.4,0.4,6.33,162,3.00294336,0
62.25,3,37,63.8,7.5,31,0,15.2,-34.3,-30.5,-26.8,0.4,6,158,2.707396556,0
62.25,3,37,64,7.2,31,0,15.3,-34.5,-30.9,-27.3,0.4,6.17,159,2.706130176,0
62.25,3,37,62.9,7,31,0,14.2,-34.9,-31.4,-27.9,0.3,5.89,162,4.690190459,0
62.25,3,37,63.1,6.7,31,0,14.2,-34.9,-31.5,-28.2,0.3,6.17,163,2.575195771,0
62.25,3,37,62.1,6.6,31,0,14.2,-35.2,-31.9,-28.6,0.3,6.53,166,2.758873661,0
62.25,3,37,62.4,6.5,31,0,14.3,-35.9,-32.6,-29.4,0.2,6.59,162,2.572603098,0
62.25,3,37,61.3,6.4,31,0,14.2,-35.8,-32.6,-29.4,0.3,5.76,165,3.703025227,0
62.25,3,37,61.5,6.2,31,0,14.1,-35.8,-32.7,-29.6,0.3,5.63,159,3.389936158,0
62.25,3,37,61.6,6.1,31,0,13.7,-35.9,-32.8,-29.8,0.4,5.48,160,0,0
62.25,3,37,63,6.1,31,0,13.1,-35.6,-32.5,-29.5,0.4,5.4,166,0,0
62.25,3,37,63.1,6,31,0,12.6,-35.7,-32.7,-29.7,0.4,5.41,162,3.965116831,0
62.25,3,37,63.2,6,31,0,12.1,-36.1,-33.1,-30.1,0.3,5.57,157,3.999346597,0
62.25,3,37,64.4,6,31,0,11.7,-36.6,-33.6,-30.6,0.3,5.83,160,4.770790864,0
62.25,3,37,67.1,6,31,0,11.3,-36.8,-33.8,-30.8,0.3,5.5,160,4.36067576,0
62.25,3,37,67.2,6,31,0,10.7,-37.1,-34.1,-31.1,0.3,5.39,165,3.76476828,0
62.25,3,37,69.8,5.9,31,0,10.1,-37.6,-34.6,-31.7,0.3,4.81,160,4.425783357,0
62.25,3,37,72.4,5.9,31,0,8.6,-37.8,-34.8,-31.9,0.3,4.04,160,6.863004628,0
62.25,3,37,76.3,5.9,31,0,7.9,-38.4,-35.4,-32.5,0.3,3.78,167,7.776889568,0
62.25,3,37,79.9,6,31,0,7.3,-38.8,-35.8,-32.8,0.3,3.63,166,10.32097479,0
62.25,3,37,82.3,6,31,0,6.2,-39.1,-36.1,-33.1,0.3,3.25,159,8.1885459,0
62.25,3,37,83.4,6,31,0,5.8,-39.6,-36.6,-33.6,0.3,3.28,162,131.4749122,0
62.25,3,37,85.6,6,31,0,5,-40.2,-37.2,-34.2,0.3,3,164,87.06117479,0
62.25,3,37,87.6,6.1,31,0,5.3,-40.5,-37.4,-34.4,0.3,0.71,148,125.2811567,0
62.25,3,37,84.1,6.1,31,0,5.5,-40.8,-37.7,-34.7,0.3,4.75,155,29.21875367,0
62.25,3,37,79.9,6.1,31,0,5.5,-41.2,-38.1,-35.1,0.3,4.68,153,86.3820387,0
62.25,3,37,77,6.2,31,0,5.5,-41.9,-38.8,-35.7,0.2,4.64,159,11.13065014,0
62.25,3,37,74.3,6.3,31,0,5,-42.3,-39.1,-36,0.2,4.18,161,7.235208943,0
62.25,3,37,71.7,6.3,31,0,5.1,-42.6,-39.4,-36.3,0.2,4.25,159,8.299545473,0
62.25,3,37,69.3,6.2,31,0,5.2,-42.7,-39.6,-36.5,0.2,3.47,159,10.02216861,0
62.25,3,37,67,6.3,31,0,5.4,-42.9,-39.7,-36.6,0.2,3.86,155,27.9917714,0
62.25,3,37,64.8,6.3,31,0,5,-43.2,-40,-36.9,0.3,3.79,161,6.629175569,0
62.25,3,37,64,6.4,31,0,4.9,-43,-39.8,-36.6,0.3,3.76,151,9.11434784,0
62.25,3,37,61.9,6.4,31,0,4.8,-42.7,-39.5,-36.3,0.3,3.68,163,5.087929124,0
62.25,3,37,61,6.4,31,0,4.7,-42.3,-39.1,-35.9,0.3,3.46,164,4.466033756,0
62.25,3,37,60.2,6.4,31,0,4.1,-41.8,-38.6,-35.4,0.3,3.04,148,4.433396401,0
62.25,3,37,59.2,6.5,31,0,4.1,-41.6,-38.3,-35.1,0.3,3.05,156,3.219107414,0
62.25,3,37,58.2,6.7,31,0,4.2,-42,-38.6,-35.3,0.3,3.09,163,3.071855769,0
62.25,3,37,55.9,7,31,0,3.7,-43.2,-39.7,-36.2,0.3,2.7,178,3.058214535,0
62.25,3,37,56,7.2,31,0,3.2,-43.5,-39.9,-36.3,0.3,2.32,183,3.059480404,0
62.25,3,37,56.1,7.2,31,0,2.7,-43.3,-39.7,-36.1,0.3,1.97,187,2.802933659,0
62.25,3,37,55.4,7.4,31,0,2.9,-44,-40.3,-36.6,0.3,2.11,193,2.22156884,0
62.25,3,37,54.5,7.8,31,0,2.9,-45.5,-41.6,-37.7,0.3,1.95,204,3.492388874,0
62.25,3,37,54.9,7.8,31,0,3,-45.1,-41.2,-37.3,0.3,1.79,175,2.774280919,0
62.25,3,37,53.9,8.1,31,0,3.1,-46.4,-42.3,-38.3,0.3,1.69,180,2.841457629,0
62.25,3,37,54.1,8.2,31,0,3.3,-46.4,-42.3,-38.2,0.3,1.61,186,0.051312618,0
62.25,3,37,53.2,8.6,31,0,2.7,-48.3,-44,-39.7,0.3,1.14,206,0.347068651,0
62.25,3,37,53.4,8.4,31,0,3.9,-46.8,-42.6,-38.4,0.3,1.91,195,2.272834639,0
62.25,3,37,53.6,8.4,31,0,5.1,-45.4,-41.2,-37,0.3,2.49,184,2.458593067,0
62.25,3,37,53.7,8.5,31,0,5.2,-46.1,-41.8,-37.6,0.3,2.6,197,2.665143681,0
62.25,3,37,55,8.6,31,0,6.4,-45.9,-41.6,-37.3,0.3,3.28,164,2.953657798,0
62.25,3,37,56.4,8.6,31,0,6.4,-44.5,-40.2,-35.9,0.3,3.45,198,2.235697039,0
62.25,3,37,57.6,8.3,31,0,8.5,-42.7,-38.5,-34.4,0.3,4.86,191,2.780425295,0
62.25,3,37,58.9,8.3,31,0,8.4,-42.6,-38.4,-34.3,0.4,5.11,195,2.176283443,0
62.25,3,37,60,8.3,31,0,9.4,-41.3,-37.1,-33,0.4,6.04,164,0.031867891,0
62.25,3,37,62.5,8,31,0,10.4,-39.2,-35.2,-31.2,0.4,6.79,165,0.062778353,0
62.25,3,37,64.9,8,31,0,10.3,-38.5,-34.5,-30.5,0.4,6.92,190,0.030238784,0
62.25,3,37,66,7.8,31,0,11.3,-37.1,-33.2,-29.3,0.4,7.85,186,0.028464403,0
62.25,3,37,68.4,7.6,31,0,13.3,-35.4,-31.6,-27.8,0.4,9.71,164,0.074153378,0
62.25,3,37,69.4,7.5,31,0,13.4,-34.7,-30.9,-27.2,0.4,10.4,176,0.056018586,0
62.25,3,37,70.4,7.6,31,0,14.6,-34.7,-30.9,-27.1,0.4,12.17,184,0.08378051,0
62.25,3,37,71.3,7.6,31,0,14.9,-35.5,-31.7,-27.9,0.4,11.21,203,0.071545446,0
62.25,3,37,72.3,7.9,31,0,15.1,-36.8,-32.8,-28.9,0.4,11.89,193,0.126143189,0
62.25,3,37,73.1,7.5,31,0,17.4,-34.4,-30.6,-26.9,0.4,13.86,184,0.056409718,0
62.25,3,37,75.2,7.3,31,0,20.7,-33.1,-29.4,-25.8,0.4,15.1,181,0.135527815,0
62.25,3,37,75.2,7.3,31,0,21.8,-33.3,-29.6,-26,0.4,16.52,163,0.149493099,0
62.25,3,37,76.5,7.8,31,0,21.6,-35.5,-31.6,-27.7,0.4,17.62,165,0.071632804,0
62.25,3,37,75.1,7.7,31,0,23.4,-35.5,-31.6,-27.8,0.4,18.99,181,0.035737028,0
62.25,3,37,75,7.9,31,0,23.6,-36.1,-32.1,-28.2,0.4,19.1,173,0.014171116,0
62.25,3,37,74.7,8.2,31,0,24.5,-36.9,-32.8,-28.7,0.4,19.45,180,0.023644265,0
62.25,3,37,75.8,8,31,0,25.4,-35.4,-31.4,-27.4,0.3,19.32,184,0.023544488,0
62.25,3,37,75.4,8,31,0,25.3,-34.6,-30.6,-26.6,0.4,19.08,172,0.015310251,0
62.25,3,37,75.1,8.3,31,0.1,23.2,-35.2,-31,-26.9,0.3,18.72,180,0.008321485,0
62.25,3,37,76,8.4,31,0.1,22.1,-35.1,-30.9,-26.7,0.3,18.57,203,0.015545201,0
62.25,3,37,75.8,8.6,31,0,19.9,-35.4,-31.1,-26.8,0.4,18.28,185,0.025652086,0
62.25,3,37,75.6,8.6,31,0,19.7,-34.5,-30.2,-25.9,0.4,18.06,165,0.021380796,0
62.25,3,37,75.3,8.7,31,0,18.5,-34.4,-30,-25.7,0.4,17.53,171,0.023704777,0
62.25,3,37,75.1,8.8,31,0.1,18.2,-33.8,-29.4,-25,0.4,17.18,179,0.056567746,0
62.25,3,37,75,8.9,31,0.1,17,-34.5,-30,-25.6,0.3,16.88,135,0.124387498,0
62.25,3,37,74.9,9,31,0.1,16.7,-34.2,-29.7,-25.2,0.3,16.72,171,0.15996776,0
62.25,3,37,76.1,8.8,31,0.1,17.5,-32.7,-28.3,-23.9,0.3,16.33,178,0.140235817,0
62.25,3,37,75.9,8.5,31,0,17.7,-30.8,-26.5,-22.3,0.6,16.05,147,0.024966192,0
62.25,3,37,74.4,8.6,31,0.1,17.9,-31,-26.7,-22.4,0.4,15.7,174,0.030986113,0
62.25,3,37,74.2,8.5,31,0,16.8,-29.6,-25.3,-21.1,0.7,14.93,158,0.025149551,0
62.25,3,37,74.1,8.2,31,0,17.7,-27.4,-23.3,-19.2,1,13.79,148,0.02673784,0
62.25,3,37,74,8.1,31,0,17,-26.9,-22.8,-18.8,1,12.9,148,0.024100426,0
62.25,3,37,72.8,8.1,31,0,16.8,-26.7,-22.6,-18.6,1.1,12.3,166,0.017811876,0
62.25,3,37,71.5,8,31,0,16.8,-26.3,-22.3,-18.3,1.1,11.78,154,0.016067547,0
62.25,3,37,70.3,8.1,31,0,16.8,-26.7,-22.6,-18.6,1,11.4,175,0.019976235,0
62.25,3,37,69,8,31,0,16.9,-25.5,-21.5,-17.5,1.2,10.88,166,8.353906806,0
62.25,3,37,65.4,7.7,31,0,20.1,-23.4,-19.5,-15.7,1.5,10.23,175,9.726591492,0
62.25,3,37,64.1,7.6,31,0,20.5,-23,-19.2,-15.4,1.5,10.26,144,7.013367216,0
62.25,3,37,63,7.7,31,0,23.6,-22.4,-18.5,-14.7,1.5,9.91,144,9.882088386,0
62.25,3,37,61.7,7.7,31,0,25,-22.9,-19,-15.2,1.4,10.02,160,8.184370952,0
62.25,3,37,61.8,7.9,31,0,26.3,-22.8,-18.8,-14.9,1.4,10.21,151,6.983124195,0
62.25,3,37,63.1,7.9,31,0,29.5,-22.5,-18.5,-14.6,1.5,10.1,150,17.76925906,0
62.25,3,37,62.6,8.1,31,0,30.2,-22.7,-18.6,-14.6,1.5,10.21,162,8.014965986,0
62.25,3,37,63.6,8.3,31,0,31.6,-23.4,-19.2,-15.1,1.6,10.46,175,6.705017058,0
62.25,3,37,64.4,8.5,31,0,31.7,-23.8,-19.5,-15.3,1.6,10.8,174,6.631851336,0
62.25,3,37,65.1,8.9,31,0,32.3,-25.4,-20.9,-16.5,1.3,11.45,159,6.573554127,0
62.25,3,37,64.5,9.2,31,0,33.1,-26.6,-22,-17.4,1.1,12.08,179,12.59075888,0
62.25,3,37,65.2,9.5,31,0,32.1,-28,-23.2,-18.5,0.9,12.2,164,8.268035726,0
62.25,3,37,66.5,9.4,31,0,34.1,-27.3,-22.6,-17.9,1,12.17,157,0,0
62.25,3,37,66,9.6,31,0,35,-28,-23.2,-18.4,0.9,12.29,169,10.20292676,0
62.25,3,37,65.4,9.7,31,0,35.3,-28.2,-23.3,-18.5,0.9,12.52,171,8.036688796,0
62.25,3,37,64.9,9.6,31,0,34.6,-28,-23.2,-18.4,1,12.86,174,10.03675669,0
62.25,3,37,65.6,9.3,31,0,35.5,-25.7,-21,-16.4,1.5,13.21,173,7.519705169,0
62.25,3,37,65.1,9.1,31,0,35.5,-24.5,-19.9,-15.4,1.7,13.64,169,7.734358427,0
62.25,3,37,63.5,8.9,31,0,35.8,-24.1,-19.6,-15.2,1.7,14.09,179,8.540849179,0
62.25,3,37,63.2,8.7,31,0,36.6,-22.7,-18.3,-14,1.8,14.29,144,8.008477478,0
62.25,3,37,62.8,8.8,31,0,35.8,-23.1,-18.7,-14.3,1.8,14.35,171,0,0
62.25,3,37,60.7,8.5,31,0,35.6,-22,-17.7,-13.5,1.9,13.86,138,0,0
62.25,3,37,59.9,8.3,31,0,35.2,-20.7,-16.5,-12.4,2,13.58,147,0,0
62.25,3,37,59,8.2,31,0,34.9,-20,-15.9,-11.8,2.1,12.37,138,0,0
61.75,3,37,88.5,6.5,30.84,0,69.1,-12.4,-9.1,-5.9,3.1,24.11,149,59.23312711,0
61.75,3,37,93.5,6.7,30.9,0,74.4,-12.7,-9.3,-6,3,22.01,146,0,0
61.75,3,37,91.1,6.3,30.86,0,70,-12.5,-9.3,-6.2,3,21.65,150,6.252430669,0
61.75,3,37,92.3,6.2,30.86,0,64.7,-12.5,-9.4,-6.3,3,21.1,150,2.366772211,0
61.75,3,37,92.2,6.1,30.88,0,62.5,-12.6,-9.5,-6.5,3,20.83,152,9.331228381,0
61.75,3,37,92.3,6.1,30.96,0,67.7,-13.2,-10.1,-7.1,2.8,20.82,154,3.820557687,0
61.75,3,37,92.7,6.1,30.96,0,63.7,-13.2,-10.1,-7.1,2.8,20.66,151,22.23691328,0
61.75,3,37,93.6,6,30.98,0,63.2,-13.4,-10.4,-7.4,2.7,22.05,160,7.300615722,0
61.75,3,37,93.3,5.9,30.99,0,65.1,-13.7,-10.7,-7.8,2.7,20.28,157,9.292417055,0
61.75,3,37,80.3,6.3,30.98,0,61.6,-13.4,-10.2,-7.1,3,20.85,146,0,0
61.75,3,37,79.8,6.3,30.98,0,57.1,-13.4,-10.2,-7.1,3,20.48,146,0,0
61.75,3,37,80.5,6.4,30.99,0,55.8,-13.7,-10.5,-7.3,2.9,20.22,146,0,0
61.75,3,37,91,6.7,31,0,59.8,-14.8,-11.4,-8.1,2.5,19.29,149,21.66704275,0
61.75,3,37,91.8,6.8,31,0,57.1,-14.9,-11.5,-8.1,2.5,17.65,151,2.5129435,0
61.75,3,37,91.5,6.8,31,0,58.5,-15.1,-11.7,-8.3,2.4,17.52,164,2.062541843,0
61.75,3,37,91.2,6.9,31,0,56.4,-15.4,-11.9,-8.5,2.4,17.58,160,2.296254423,0
61.75,3,37,90.9,6.9,31,0,52.1,-15.5,-12,-8.6,2.4,17.57,157,4.705857064,0
61.75,3,37,89.4,7,31,0,50.7,-15.7,-12.2,-8.7,2.3,17.72,154,9.188347708,0
61.75,3,37,91.6,7,31,0,47.8,-15.8,-12.3,-8.8,2.3,18.21,153,32.74850481,0
61.75,3,37,91.4,7.1,31,0,44.8,-16.1,-12.5,-9,2.3,18.17,155,4.028652171,0
61.75,3,37,90,7,31,0,57.3,-16.9,-13.4,-9.9,2.2,18.75,159,17.07712523,0
61.75,3,37,90.9,7.1,31,0,51.8,-17,-13.4,-9.9,2.2,18.95,153,12.16082837,0
61.75,3,37,89.6,6.9,31,0,49.9,-17,-13.5,-10.1,2.1,19.02,155,6.380647949,0
61.75,3,37,89.4,7,31,0,50.6,-17.1,-13.6,-10.1,2.1,19.32,157,5.323460828,0
61.75,3,37,89.2,7,31,0,45.2,-16.6,-13.1,-9.6,2.3,19.41,148,7.914829988,0
61.75,3,37,87.8,7.1,31,0,41.2,-16.6,-13,-9.5,2.3,19.71,152,5.726975841,0
61.75,3,37,87.6,7.1,31,0,46,-17.1,-13.5,-10,2.2,19.93,164,4.380080077,0
61.75,3,37,86.2,7.1,31,0,45.9,-17,-13.4,-9.9,2.2,20.54,153,4.035857464,0
61.75,3,37,86.1,7.1,31,0,47,-17.3,-13.7,-10.2,2.1,21.14,156,3.837176529,0
61.75,3,37,84.6,7.1,31,0,44.6,-17.4,-13.8,-10.3,2.1,21.89,159,4.439046589,0
61.75,3,37,83.4,7.1,31,0,43.2,-17.4,-13.8,-10.3,2.1,22.52,154,23.09412407,0
61.75,3,37,82,7.1,31,0,41.8,-17.4,-13.8,-10.3,2.1,22.97,151,11.92188389,0
61.75,3,37,80.8,7.2,31,0,41.4,-17.6,-14,-10.4,2.1,23.09,151,4.811078775,0
61.75,3,37,79.5,7.2,31,0,40.9,-17.8,-14.2,-10.6,2,23.14,149,15.93923083,0
61.75,3,37,79.6,7.3,31,0,40.6,-18.2,-14.5,-10.9,2,22.62,159,4.391217306,0
61.75,3,37,78.4,7.2,31,0,40.4,-18,-14.4,-10.8,2,22.46,158,5.740377704,0
61.75,3,37,77.1,7,31,0,41.2,-17.6,-14.1,-10.6,2.1,21.58,147,10.2436584,0
61.75,3,37,77.1,6.9,31,0,41.8,-18,-14.5,-11.1,2,21.02,155,4.713383449,0
61.75,3,37,75.8,6.8,31,0,40.2,-18,-14.6,-11.2,2,19.78,153,17.1596655,0
61.75,3,37,75.7,6.6,31,0,38.6,-17.9,-14.6,-11.3,2,18.35,153,18.7636586,0
61.75,3,37,74.1,6.5,31,0,39.2,-17.8,-14.5,-11.3,2,16.77,154,6.416950431,0
61.75,3,37,73.8,6.4,31,0,39.9,-17.5,-14.3,-11.1,2,15.87,157,251.8947764,0
61.75,3,37,73.4,6.4,31,0,40.4,-17.6,-14.4,-11.2,2,16.33,156,6.922733263,0
61.75,3,37,74.5,6.3,31,0,41.5,-17.9,-14.7,-11.6,1.9,17.44,152,5.771352331,0
61.75,3,37,74.2,6.3,31,0,43.9,-17.9,-14.7,-11.6,1.9,18.57,159,3.651608589,0
61.75,3,37,75.2,6.4,31,0,47.5,-17.6,-14.4,-11.2,1.9,18.13,159,3.822346793,0
61.75,3,37,75.1,6.3,31,0,49.6,-17.8,-14.6,-11.5,1.9,18.6,157,9.345974603,0
61.75,3,37,75,6.4,31,0.1,51.5,-18.1,-14.9,-11.7,1.7,18.99,157,6.926383932,0
61.75,3,37,74.9,6.5,31,0,52.9,-18.4,-15.1,-11.9,1.7,19.04,154,2.682626618,0
61.75,3,37,76.2,6.5,31,0,54,-18.6,-15.3,-12.1,1.7,18.8,159,2.710338154,0
61.75,3,37,76.3,6.6,31,0,53.6,-18.6,-15.3,-12,1.7,18.77,160,3.727973665,0
61.75,3,37,76.4,6.7,31,0.1,55.5,-18.9,-15.5,-12.2,1.6,18.31,156,2.595618259,0
61.75,3,37,76.5,6.6,31,0,54.8,-19.2,-15.9,-12.6,1.6,17.69,154,2.525883435,0
61.75,3,37,76.7,6.8,31,0,54,-19.3,-15.9,-12.5,1.6,17.07,156,2.509329586,0
61.75,3,37,75.6,6.9,31,0,50.8,-19.7,-16.2,-12.8,1.6,16.49,154,3.148807152,0
61.75,3,37,74.5,7.2,31,0,47.7,-20.4,-16.8,-13.2,1.5,15.57,160,2.579665561,0
61.75,3,37,71,7.5,31,0,45.8,-21,-17.2,-13.5,1.4,14.95,163,1.487284871,0
61.75,3,37,72,7.9,31,0,41.7,-22.1,-18.1,-14.2,1.3,13.97,172,1.28022651,0
61.75,3,37,70,8.5,31,0.1,36.4,-24.4,-20.1,-15.9,1,12.95,177,1.294698968,0
61.75,3,37,68.4,8.5,31,0,34.3,-23.5,-19.2,-15,1.3,11.67,149,8.820820425,0
61.75,3,37,67.6,8.6,31,0,32.1,-22.7,-18.4,-14.1,1.3,10.53,157,0.615591521,0
61.75,3,37,66.6,8.6,31,0,28.8,-23,-18.7,-14.4,1.3,9.71,153,0.421078382,0
61.75,3,37,67.4,8.5,31,0,25.6,-22.7,-18.4,-14.2,1.4,9.05,156,2.332219222,0
61.75,3,37,67.4,8.3,31,0,24.4,-22.6,-18.4,-14.3,1.4,8.63,150,0.299149364,0
61.75,3,37,67.5,8.1,31,0,23.3,-22.5,-18.4,-14.4,1.4,8.28,160,0.41839345,0
61.75,3,37,67.6,7.9,31,0,21.4,-22.8,-18.8,-14.9,1.3,8.03,156,0.292553223,0
61.75,3,37,67.5,7.8,31,0,21.5,-22.6,-18.7,-14.8,1.3,7.89,154,0.904320236,0
61.75,3,37,67.4,7.6,31,0,21.4,-22.6,-18.8,-15,1.2,7.87,151,0.328525718,0
61.75,3,37,67.1,7.4,31,0,20.7,-22.5,-18.8,-15.1,1.2,8.11,154,0.532436686,0
61.75,3,37,68.3,7.2,31,0.1,20.1,-22.3,-18.7,-15.1,1.1,8.53,151,1.518397051,0
61.75,3,37,66.9,7,31,0.1,20.9,-22.1,-18.6,-15.1,1.2,8.44,155,0.575610643,0
61.75,3,37,66.8,6.8,31,0.1,20.3,-22.1,-18.7,-15.3,1.1,7.68,154,0.612159085,0
61.75,3,37,66.6,6.7,31,0.1,19.6,-22.2,-18.8,-15.5,1.1,7.03,148,1.543316478,0
61.75,3,37,67.8,6.6,31,0.1,19,-22.2,-18.9,-15.6,1.1,6.58,147,14.91480671,0
61.75,3,37,66.4,6.6,31,0.1,17.9,-22.4,-19.1,-15.8,1.1,6.23,146,0.377845051,0
61.75,3,37,66.3,6.5,31,0,18.2,-22.9,-19.6,-16.4,1.1,6.07,151,0.354949402,0
61.75,3,37,66.2,6.5,31,0,17.2,-23.2,-19.9,-16.7,1.1,5.94,152,0.288433518,0
61.75,3,37,64.9,6.5,31,0,16.5,-23.2,-19.9,-16.7,1.1,6,147,0.353174055,0
61.75,3,37,64.8,6.5,31,0,16.4,-23.3,-20,-16.8,1.1,6,151,0.30674269,0
61.75,3,37,65,6.5,31,0,16.4,-23.2,-19.9,-16.7,1.1,6,150,0.110413144,0
61.75,3,37,65.4,6.5,31,0,17.1,-23.3,-20,-16.8,1.1,6.21,153,0.152170233,0
61.75,3,37,65.8,6.5,31,0,17.4,-23.4,-20.1,-16.9,1.1,6.32,149,0.138528884,0
61.75,3,37,66.2,6.6,31,0.1,17.7,-24.1,-20.8,-17.5,1,6.63,148,0.096509234,0
61.75,3,37,66.5,6.6,31,0.1,18.2,-24.1,-20.8,-17.5,1,7.1,150,0.076255838,0
61.75,3,37,66.8,6.6,31,0.1,18.8,-24.2,-20.9,-17.6,1,7.81,151,4.961881065,0
61.75,3,37,65.5,6.7,31,0,19.5,-24.7,-21.3,-18,1,8.72,152,2.583275203,0
61.75,3,37,65.8,6.8,31,0,20.5,-24.8,-21.4,-18,1,9.86,150,0,0
61.75,3,37,67.3,7,31,0,21.6,-24.9,-21.4,-17.9,1,11.21,150,11.80051272,0
61.75,3,37,70,6.9,31,0,21.4,-25.3,-21.8,-18.4,1,10.53,150,0.485990106,0
61.75,3,37,71.5,6.9,31,0,19.9,-25.4,-21.9,-18.5,1,9.91,149,0.166531197,0
61.75,3,37,73.9,7,31,0,19.3,-25.4,-21.9,-18.4,1,9.5,149,0.071572402,0
61.75,3,37,74.8,7,31,0,18.9,-25.5,-22,-18.5,1,9.51,151,0.113964265,0
61.75,3,37,76.9,7.2,31,0,18,-25.6,-22,-18.4,1,9.85,151,0.040317902,0
61.75,3,37,77.4,7.2,31,0.1,17.9,-25.6,-22,-18.4,0.9,12.75,151,0.035746965,0
61.75,3,37,78,7.3,31,0.1,16.5,-25.7,-22,-18.4,0.9,13.02,152,0.019737241,0
61.75,3,37,78.3,7.2,31,0,16.4,-25.7,-22.1,-18.5,1,13.17,151,0.021481834,0
61.75,3,37,78.8,7.2,31,0,16.2,-25.7,-22.1,-18.5,1,13.4,152,0.030876078,0
61.75,3,37,81,7.1,31,0,16,-25.8,-22.2,-18.7,1,11.3,150,0.020746887,0
61.75,3,37,80.4,7,31,0,16.6,-25.9,-22.4,-18.9,1,11.71,148,0.036681595,0
61.75,3,37,80,6.9,31,0,17.2,-25.9,-22.4,-19,1,12.25,150,0.024470293,0
61.75,3,37,79.7,6.9,31,0,17.2,-25.9,-22.4,-19,0.9,12.87,149,0.034834788,0
61.75,3,37,80.9,6.8,31,0,17.8,-25.8,-22.4,-19,0.9,13.74,153,0.029423148,0
61.75,3,37,79.7,6.8,31,0,17.9,-25.9,-22.5,-19.1,0.9,14.45,150,0.023397946,0
61.75,3,37,79.8,6.9,31,0,18,-26,-22.5,-19.1,0.9,15.21,151,0.031120803,0
61.75,3,37,80,6.8,31,0,18.8,-25.9,-22.5,-19.1,0.9,15.32,153,0.050295866,0
61.75,3,37,80.3,6.9,31,0,19.1,-26.5,-23,-19.6,0.9,15.76,151,0.030383848,0
61.75,3,37,80.6,7,31,0,19.9,-26.6,-23.1,-19.6,0.9,15.74,152,0.053939932,0
61.75,3,37,80.7,7.1,31,0,19.7,-26.7,-23.1,-19.6,0.9,16.2,155,0.041941964,0
61.75,3,37,79.4,7.2,31,0,20.1,-26.9,-23.3,-19.7,0.9,16.39,153,0.015968954,0
61.75,3,37,79.3,7.4,31,0,20.6,-27.1,-23.4,-19.7,0.9,16.31,154,0.030415928,0
61.75,3,37,79.2,7.5,31,0,20.5,-27.3,-23.5,-19.8,0.8,16.03,156,6.893997763,0
61.75,3,37,77.9,7.5,31,0,21.3,-27.6,-23.8,-20.1,0.8,15.43,156,6.106131712,0
61.75,3,37,78,7.7,31,0,21.1,-27.8,-23.9,-20.1,0.8,15.68,152,6.912286402,0
61.75,3,37,78.2,7.8,31,0,21.6,-28,-24.1,-20.2,0.8,15.17,156,5.365705713,0
61.75,3,37,77.1,8,31,0.1,21.4,-28.5,-24.5,-20.5,0.7,10.84,161,6.197036272,0
61.75,3,37,77.7,7.9,31,0,22.2,-28.8,-24.8,-20.9,0.7,12.43,156,4.860461013,0
61.75,3,37,77.1,7.9,31,0.1,21.9,-28.9,-24.9,-21,0.6,11.59,155,5.528310546,0
61.75,3,37,77.7,7.8,31,0.1,23.1,-29.5,-25.6,-21.7,0.6,10.98,153,0,0
61.75,3,37,78.6,7.8,31,0.1,24.3,-29.6,-25.7,-21.8,0.6,13.76,154,0,0
61.75,3,37,78.1,7.7,31,0,24.7,-29.8,-25.9,-22.1,0.6,7.31,150,7.18916446,0
61.75,3,37,77,7.7,31,0,24.7,-30.1,-26.2,-22.4,0.6,12.09,152,7.472559623,0
61.75,3,37,76.7,7.7,31,0,25.6,-30.3,-26.4,-22.6,0.6,11.24,152,7.279633066,0
61.75,3,37,77.7,7.6,31,0,24.7,-30.7,-26.9,-23.1,0.6,10.69,164,11.43269809,0
61.75,3,37,77.3,7.8,31,0,23.1,-31.5,-27.6,-23.7,0.6,10.19,157,11.08709149,0
61.75,3,37,75.6,7.7,31,0,23,-32,-28.1,-24.3,0.5,7.48,156,9.614245156,0
61.75,3,37,76.6,7.6,31,0,22.3,-31.7,-27.9,-24.1,0.6,7.93,152,11.00142711,0
61.75,3,37,75,7.7,31,0,21.6,-32.5,-28.6,-24.8,0.5,8.37,175,12.33010345,0
61.75,3,37,74.8,7.7,31,0,20.7,-33.5,-29.6,-25.8,0.3,7.57,178,10.11098625,0
61.75,3,37,74.9,7.8,31,0,19.9,-33.7,-29.8,-25.9,0.3,7.06,152,10.11629416,0
61.75,3,37,74.8,7.9,31,0,19.3,-34.2,-30.2,-26.3,0.2,6.84,167,9.884299459,0
61.75,3,37,74.8,7.7,31,0,18.9,-34.4,-30.5,-26.7,0.3,6.66,168,9.345849615,0
